system:index,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,VV,VH,HH,HV,Blue,Green,Red,NIR,SWIR1,SWIR2,elevation,slope,aspect,CFFDRS,Row,Col,PointX,PointY,random,longitude,latitude,NDVI,NBR,NDWI1,NDWI2,Tcbrightness,TCGreeness,TCWetness,SR,NPDI
000000000000000042d7_0,-0.130165321,0.130165321,-0.055363322,-0.214133026,-0.135886198,-0.228896578,-0.130165321,0.221453287,0.276139946,0.055363322,-0.141730104,0.024605921,-0.044844291,0.03254133,-0.172795079,0.027128028,-0.000554,0.051733948,-0.055363322,-0.059115725,0.179377163,0.124567474,-0.071111111,-0.071111111,-0.079723183,0.16,0.141730104,-0.071111111,-0.108512111,0.186082276,0.113740869,0.124567474,-0.041584006,-0.066989619,-0.075355632,0.075355632,0.135886198,0.259900038,-0.038446751,0.141730104,0.071111111,0.130165321,-0.214133026,-0.192910419,0.008858131,0.027128028,0.098423683,-0.124567474,0.010396002,-0.206935794,0.015747789,0.044844291,0.038446751,-0.214133026,0.044844291,-0.172795079,0.029773164,0.093564014,-0.084213764,0.130165321,0.066989619,-0.019930796,-0.153787005,0.051733948,-18.07144628,-24.99441549,6564,1986,0.0571,0.094,0.0961,0.378,0.24735,0.13825,335.27014,17.088312,228.58775,32,64169,22219,-1508460,458640,0.774453074,-176.189586,51.84891665,0.594600295,0.46440678,0.208923003,-0.601694915,0.451747945,0.17828676,-0.05170264,1.38308883,-0.160753063
00000000000000004660_0,-0.038446751,-0.124567474,0.071111111,-0.318892734,0.017777778,-0.119092657,-0.119092657,0.236462899,0.079723183,-0.066989619,0.14769704,0.004982699,-0.14769704,-0.029773164,-0.153787005,0.093564014,0.098423683,-0.098423683,0.03254133,-0.019930796,0.179377163,-0.019930796,0.041584006,-0.186082276,-0.027128028,0.259900038,-0.00615148,-0.048227605,0.32781238,-0.119092657,0.051733948,-0.022206844,-0.035432526,-0.019930796,-0.16,0.214133026,0.199861592,0.00153787,-0.00615148,0.059115725,-0.022206844,-0.088827374,-0.228896578,0.113740869,0.071111111,0.119092657,0.055363322,-0.179377163,0.041584006,-0.098423683,0.172795079,-0.055363322,-0.062991157,-0.044844291,-0.048227605,0.186082276,0.03254133,-0.075355632,0.038446751,-0.038446751,-0.199861592,0.172795079,0.017777778,0.03254133,-14.33512911,-22.58064739,4312,1988,0.0411,0.0608,0.0498,0.2398,0.2269,0.1235,123.56259,0.2301022,2.592734,33,25884,78366,175950,1607190,0.211615947,-150.3484689,64.38409796,0.656077348,0.320121112,0.027640883,-0.595475715,0.32533058,0.11693538,-0.10163235,1.575196653,-0.223360283
0000000000000000539d_0,-0.071111111,-0.206935794,-0.035432526,-0.179377163,0.071111111,-0.075355632,0.051733948,0.251964629,0.124567474,0.024605921,0.066989619,0.141730104,-0.192910419,-0.098423683,-0.135886198,0.041584006,0.103406382,-0.119092657,0.008858131,-0.075355632,0.153787005,-0.007443291,0.066989619,-0.236462899,0.03254133,0.276139946,-0.048227605,-0.084213764,0.14769704,-0.153787005,-0.103406382,-0.093564014,0.124567474,-0.051733948,-0.027128028,0.079723183,0.153787005,-0.130165321,-0.084213764,0.027128028,-0.022206844,0.041584006,-0.310096117,0.048227605,0.041584006,0.153787005,0.088827374,-0.130165321,-0.103406382,-0.019930796,0.141730104,0.03254133,0.01384083,0.084213764,-0.03254133,0.179377163,0.008858131,-0.075355632,0.038446751,-0.035432526,-0.284444444,0.276139946,0.071111111,0.03254133,-11.67049721,-19.07828092,3817,1988,0.03055,0.0522,0.0381,0.2793,0.1955,0.09535,999.4518,2.262181,350.32547,40,34729,87736,457050,1341840,0.498349006,-145.2833182,61.78383454,0.759924386,0.490991592,0.176495366,-0.685067873,0.31503418,0.15943349,-0.060101995,1.634744482,-0.240913108
000000000000000061c4_0,-0.024605921,-0.192910419,-0.124567474,-0.214133026,-0.113740869,-0.119092657,-0.03254133,0.236462899,0.259900038,-0.019930796,-0.010396002,0.228896578,-0.051733948,-0.022206844,-0.038446751,-0.084213764,0.130165321,0.079723183,-0.019930796,-0.166336025,0.186082276,0.108512111,-0.166336025,-0.141730104,0.059115725,0.244152249,0.029773164,-0.206935794,-0.010396002,0.16,-6.15E-05,-0.071111111,0.055363322,-0.015747789,-0.179377163,-0.186082276,-0.119092657,0.066989619,0.088827374,0.098423683,-0.008858131,0.119092657,-0.130165321,-0.14769704,-0.000984,0.108512111,-0.041584006,0.206935794,-0.029773164,-0.113740869,0.079723183,-0.015747789,0.088827374,-0.029773164,0.038446751,0.048227605,0.055363322,0.084213764,0.079723183,0.153787005,0.055363322,0.284444444,0.124567474,0.119092657,-21.2441436,-27.37885249,5152,1996,0.0113,0.01465,0.0102,0.0694,0.0621,0.03335,411.30057,29.696302,220.60966,60,43064,80768,248010,1091790,0.333952398,-149.5697194,59.74268255,0.743718593,0.350851582,0.055513308,-0.651397977,0.08889364,0.037149585,-0.027835305,1.288771767,-0.126168879
00000000000000004fef_0,-0.048227605,-0.130165321,0.051733948,-0.221453287,-0.044844291,-0.179377163,-0.071111111,0.199861592,0.103406382,-0.066989619,0.119092657,0.071111111,-0.14769704,-0.062991157,-0.221453287,0.113740869,0.108512111,-0.103406382,-0.044844291,-0.022206844,0.192910419,-0.019930796,0.00615148,-0.186082276,-0.027128028,0.32781238,-0.038446751,0.029773164,0.267958478,-0.166336025,0.03254133,-0.024605921,-0.019930796,-0.041584006,-0.141730104,0.166336025,0.259900038,-0.027128028,-0.03254133,0.029773164,-0.03254133,-0.051733948,-0.236462899,0.119092657,0.017777778,0.103406382,0.055363322,-0.228896578,0.038446751,-0.088827374,0.108512111,-0.027128028,-0.029773164,-0.066989619,-0.00615148,0.214133026,0.098423683,-0.066989619,-0.017777778,-0.062991157,-0.192910419,0.135886198,0.071111111,0.084213764,-11.79949233,-19.66729771,4788,2013,0.03165,0.05535,0.04065,0.2565,0.20505,0.0965,64.34946,0.5055854,180,40,21706,66474,-180810,1732530,0.650666012,-157.9049174,65.50393779,0.726400808,0.45325779,0.111472213,-0.645021645,0.309791265,0.141048165,-0.073561785,1.666791855,-0.250035208
00000000000000000038_0,-0.051733948,-0.16,0.084213764,-0.236462899,-0.007443291,-0.14769704,-0.153787005,0.393694733,0.186082276,-0.055363322,0.141730104,-0.003936947,0.000246,-0.051733948,-0.113740869,0.059115725,0.259900038,0.084213764,-0.103406382,-0.141730104,0.179377163,-0.059115725,-0.000984,-0.14769704,0.007443291,0.267958478,-0.015747789,0.055363322,0.244152249,0.038446751,0.041584006,-0.027128028,0.015747789,0.103406382,-0.192910419,-0.035432526,0.166336025,0.071111111,-0.03254133,0.044844291,0.004982699,-0.071111111,-0.141730104,0.003936947,-0.044844291,0.103406382,-0.088827374,-0.035432526,0.012056901,-0.048227605,0.14769704,-0.055363322,-0.044844291,-0.103406382,0.130165321,0.192910419,-0.048227605,-0.124567474,0.059115725,0.035432526,-0.166336025,0.192910419,0.103406382,0.098423683,-16.72600029,-23.32917326,4764,2014,0.03855,0.05465,0.0457,0.2069,0.2225,0.13365,539.08185,31.630457,267.72327,1,27675,73323,24660,1553460,0.935661848,-153.4961657,63.94527094,0.638163104,0.215093232,-0.036329762,-0.582106672,0.302174035,0.095361835,-0.11729197,1.394784937,-0.164851938
00000000000000000570_0,-0.059115725,-0.130165321,0.015747789,-0.221453287,0.062991157,-0.141730104,-0.093564014,0.214133026,0.130165321,-0.027128028,0.059115725,0.088827374,-0.199861592,-0.062991157,-0.206935794,0.153787005,0.130165321,-0.093564014,-0.019930796,0.051733948,0.199861592,0.017777778,0.048227605,-0.179377163,-0.071111111,0.228896578,-0.022206844,0.008858131,0.267958478,-0.124567474,0.008858131,-0.079723183,-0.012056901,-0.041584006,-0.108512111,0.179377163,0.251964629,-0.113740869,-0.038446751,0.029773164,-0.041584006,0.035432526,-0.284444444,0.029773164,0.038446751,0.16,0.084213764,-0.228896578,-0.066989619,-0.066989619,0.166336025,-0.103406382,-0.093564014,-0.041584006,0.035432526,0.14769704,-0.055363322,-0.079723183,0.022206844,-0.055363322,-0.206935794,0.135886198,0.027128028,0.03254133,-11.24322631,-20.09075528,6125,2014,0.02745,0.0509,0.04125,0.2613,0.21055,0.1117,290.54712,4.0432463,113.85811,1,27102,72988,14610,1570650,0.943513066,-153.6999036,64.09978117,0.727317799,0.401072386,0.107555367,-0.67392697,0.31586508,0.14420438,-0.08410297,1.786920829,-0.282362104
00000000000000004521_0,-0.141730104,-0.027128028,-0.019930796,-0.14769704,0.007443291,-0.267958478,-0.079723183,0.221453287,0.135886198,0.035432526,-0.038446751,0.055363322,-0.153787005,0.035432526,-0.276139946,0.088827374,0.135886198,-0.124567474,-0.103406382,0.000554,0.153787005,0.071111111,0.012056901,-0.16,-0.071111111,0.336855056,-0.01384083,-0.051733948,0.108512111,-0.141730104,-0.029773164,0.015747789,-0.038446751,-0.172795079,-0.062991157,0.035432526,0.284444444,0.172795079,-0.098423683,0.035432526,0.066989619,0.03254133,-0.244152249,-0.007443291,0.00615148,0.130165321,0.14769704,-0.276139946,0.113740869,-0.062991157,-0.010396002,0.059115725,0.051733948,0.035432526,0.059115725,0.172795079,0.059115725,-0.098423683,-0.079723183,-0.079723183,-0.051733948,0.051733948,0.007443291,0.141730104,-11.85858168,-17.58479899,2563,2017,0.017,0.0566,0.0204,0.4232,0.2137,0.0931,199.39035,2.7669456,288.52786,32,41835,59883,-378540,1128660,0.686425876,-160.8159081,59.97256143,0.908025248,0.639356963,0.328937039,-0.764068362,0.39295107,0.27800342,-0.0299852,1.482875395,-0.194482331
0000000000000000135a_0,-0.029773164,-0.153787005,0.084213764,-0.251964629,-0.01384083,-0.141730104,-0.03254133,0.30142253,0.103406382,0.000984,0.199861592,-0.004982699,-0.124567474,-0.103406382,-0.14769704,-0.051733948,0.113740869,-0.071111111,0.088827374,-0.088827374,0.153787005,-0.055363322,0.093564014,-0.166336025,0.027128028,0.199861592,-0.108512111,0.059115725,0.259900038,-0.119092657,0.029773164,-0.088827374,0.079723183,0.022206844,-0.066989619,0.166336025,0.244152249,-0.055363322,-0.079723183,0.03254133,-0.103406382,-0.103406382,-0.206935794,0.153787005,0.03254133,0.135886198,0.012056901,-0.192910419,0.062991157,-0.035432526,0.098423683,-0.004982699,-0.038446751,0.00153787,0.03254133,0.221453287,0.051733948,-0.01384083,-0.038446751,-0.027128028,-0.259900038,0.214133026,0.108512111,0.017777778,-10.84078592,-18.4727516,4323,2024,0.0317,0.0493,0.0329,0.2779,0.1571,0.0803,559.95215,1.1378453,15.650538,3,31885,74369,56040,1427160,0.598076372,-152.8979775,62.81141739,0.788288288,0.551647125,0.277701149,-0.698655257,0.28900651,0.16110822,-0.02849161,1.704004833,-0.260356352
00000000000000006a68_0,-0.079723183,-0.135886198,-0.108512111,-0.130165321,0.012056901,-0.035432526,-0.098423683,0.16,0.236462899,0.03254133,0.16,0.071111111,-0.071111111,-0.130165321,-0.267958478,0.048227605,0.259900038,-0.062991157,-0.135886198,0.041584006,0.186082276,-0.079723183,0.130165321,-0.16,-0.166336025,0.251964629,-0.012056901,-0.015747789,0.172795079,0.012056901,0.088827374,-0.024605921,0.14769704,-0.153787005,-0.103406382,0.079723183,0.172795079,-0.048227605,-0.022206844,0.044844291,-0.017777778,0.008858131,-0.179377163,-0.035432526,-0.075355632,0.079723183,-0.103406382,-0.186082276,-0.113740869,-0.029773164,0.119092657,-0.062991157,-0.059115725,-0.048227605,0.192910419,0.041584006,-0.214133026,-0.130165321,-0.051733948,-0.059115725,-0.236462899,0.113740869,-0.027128028,0.135886198,-12.11521656,-22.85317406,4455,2025,0.09795,0.1151,0.1256,0.1478,0.1582,0.1287,1586.1156,9.483088,34.473686,101,12442,78667,184980,2010450,0.75628179,-149.6089758,67.99918816,0.081199707,0.069077758,-0.033986928,-0.124381894,0.308387275,-0.02702483,-0.042338675,1.886319898,-0.307076114
000000000000000049b9_0,-0.048227605,-0.119092657,0.015747789,-0.30142253,0.059115725,-0.135886198,-0.113740869,0.236462899,0.088827374,0.022206844,0.035432526,0.010396002,-0.192910419,-0.084213764,-0.214133026,0.124567474,0.103406382,-0.041584006,-0.015747789,-0.024605921,0.153787005,-0.003014225,0.041584006,-0.186082276,-0.059115725,0.228896578,-0.051733948,0.010396002,0.267958478,-0.119092657,0.041584006,-0.098423683,0.01384083,0.008858131,-0.071111111,0.236462899,0.206935794,-0.119092657,-0.041584006,0.062991157,0.01384083,0.00615148,-0.244152249,0.075355632,0.088827374,0.199861592,0.044844291,-0.214133026,-0.103406382,-0.098423683,0.153787005,-0.084213764,-0.015747789,-0.024605921,-0.008858131,0.166336025,-0.059115725,-0.007443291,0.010396002,-0.019930796,-0.236462899,0.179377163,-0.022206844,-0.017777778,-11.93460584,-19.03801456,6791,2027,0.04505,0.0625,0.0575,0.2408,0.22995,0.12435,566.50055,6.162937,148.10437,33,27757,78724,186690,1551000,0.346661337,-150.1928807,63.87610067,0.614482065,0.318910037,0.023048327,-0.587866799,0.33292398,0.11203825,-0.100393235,1.595194246,-0.229344777
00000000000000003daa_0,-0.141730104,0.015747789,-0.041584006,-0.16,0.017777778,-0.113740869,-0.084213764,0.259900038,0.192910419,-0.059115725,0.035432526,0.048227605,-0.141730104,0.022206844,-0.244152249,0.166336025,0.153787005,-0.088827374,-0.066989619,0.079723183,0.192910419,0.002214533,0.079723183,-0.214133026,-0.062991157,0.364721261,-0.003936947,-0.000984,0.214133026,-0.16,0.084213764,-0.027128028,-0.015747789,-0.119092657,-0.062991157,0.135886198,0.192910419,-0.004982699,-0.066989619,0.003936947,0.066989619,0.024605921,-0.251964629,-0.041584006,-0.038446751,0.093564014,0.055363322,-0.186082276,0.007443291,0.035432526,0.172795079,-0.075355632,-0.14769704,-0.103406382,0.075355632,0.108512111,-0.008858131,-0.075355632,-0.029773164,-0.093564014,-0.221453287,0.041584006,0.012056901,0.119092657,-12.10303348,-19.40286511,5104,2027,0.05225,0.0857,0.1189,0.3019,0.3035,0.17675,106.91102,2.2784426,330.4186,31,8744,58505,-419880,2121390,0.771030118,-164.3108037,68.76302564,0.434885932,0.261464536,-0.002642881,-0.557791538,0.45197698,0.11196238,-0.130051715,1.603140662,-0.2316973
00000000000000007e64_0,-0.022206844,-0.179377163,0.062991157,-0.199861592,-0.071111111,-0.119092657,-0.108512111,0.292871972,0.130165321,-0.048227605,0.267958478,0.035432526,-0.062991157,-0.079723183,-0.14769704,-0.017777778,0.071111111,-0.044844291,0.062991157,-0.084213764,0.179377163,-0.059115725,0.03254133,-0.103406382,0.084213764,0.244152249,-0.084213764,0.14769704,0.276139946,-0.113740869,0.088827374,-0.024605921,0.038446751,0.055363322,-0.108512111,0.108512111,0.172795079,-0.098423683,0.00615148,0.044844291,-0.124567474,-0.135886198,-0.130165321,0.153787005,-0.003014225,0.088827374,0.008858131,-0.228896578,0.103406382,0.03254133,0.075355632,-0.066989619,-0.079723183,-0.108512111,0.044844291,0.244152249,0.113740869,-0.003014225,-0.084213764,-0.038446751,-0.206935794,0.186082276,0.113740869,0.075355632,-10.62434181,-17.8776594,6225,2036,0.02035,0.03685,0.0213,0.2193,0.1375,0.0673,102.37013,1.7349511,268.2648,605,19122,80832,249930,1810050,0.966857418,-148.4690137,66.15449772,0.822942643,0.530355897,0.22926009,-0.712277962,0.23146963,0.131927655,-0.03654039,1.682707477,-0.254484502
00000000000000004a19_0,-0.079723183,-0.108512111,0.048227605,-0.199861592,0.059115725,-0.14769704,0.017777778,0.30142253,0.130165321,0.007443291,-0.075355632,0.084213764,-0.153787005,-0.124567474,-0.172795079,0.012056901,0.292871972,-0.041584006,-0.124567474,-0.044844291,0.172795079,-0.03254133,0.093564014,-0.141730104,0.035432526,0.166336025,0.010396002,0.044844291,-0.015747789,0.022206844,-0.062991157,-0.124567474,0.024605921,-0.035432526,-0.093564014,0.029773164,0.292871972,0.066989619,-0.103406382,0.14769704,-0.035432526,0.044844291,-0.221453287,0.000554,0.059115725,0.251964629,0.041584006,-0.14769704,-0.130165321,-0.038446751,-0.044844291,0.051733948,0.079723183,0.041584006,0.166336025,0.135886198,-0.292871972,-0.024605921,0.071111111,0.010396002,-0.108512111,0.119092657,-0.166336025,0.075355632,-9.677135878,-16.99680282,4005,2038,0.04105,0.06555,0.0551,0.29805,0.22095,0.12145,1135.9052,35.889427,165.2716,33,34677,72777,8280,1343400,0.309937677,-153.8411187,62.06635469,0.687951295,0.420977354,0.148554913,-0.639438944,0.35828278,0.15497159,-0.073956,1.756387741,-0.274412678
