system:index,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,VV,VH,HH,HV,Blue,Green,Red,NIR,SWIR1,SWIR2,elevation,slope,aspect,CFFDRS,Row,Col,PointX,PointY,random,longitude,latitude,NDVI,NBR,NDWI1,NDWI2,Tcbrightness,TCGreeness,TCWetness,SR,NPDI
00000000000000008390_0,-0.066989619,-0.093564014,0.079723183,-0.16,-0.055363322,-0.228896578,-0.035432526,0.276139946,0.113740869,0.007443291,0.186082276,0.015747789,-0.103406382,-0.075355632,-0.267958478,0.079723183,0.079723183,-0.113740869,-0.103406382,-0.012056901,0.221453287,0.022206844,0.012056901,-0.124567474,0.027128028,0.244152249,-0.055363322,0.108512111,0.214133026,-0.108512111,0.008858131,-0.027128028,0.01384083,-0.015747789,-0.130165321,0.119092657,0.244152249,-0.075355632,-0.084213764,-0.059115725,-0.098423683,-0.066989619,-0.214133026,0.124567474,-0.022206844,0.113740869,0.14769704,-0.284444444,0.093564014,-0.062991157,0.00615148,0.041584006,-0.038446751,-0.079723183,0.008858131,0.221453287,0.179377163,-0.038446751,-0.015747789,-0.055363322,-0.153787005,0.066989619,0.075355632,0.079723183,-9.983806134,-17.66227654,5809,2945,0.0313,0.055,0.0256,0.3616,0.1947,0.0975,22.11904,1.4359286,92.79623,605,31950,61713,-323640,1425210,0.94180532,-160.3418671,62.65978177,0.867768595,0.575255936,0.300017976,-0.735957753,0.35607378,0.22448878,-0.03591777,1.769092499,-0.277741715
00000000000000008951_0,-0.124567474,-0.130165321,0.093564014,-0.153787005,0.024605921,-0.199861592,-0.088827374,0.355309496,0.16,-0.01384083,0.172795079,0.003936947,-0.119092657,-0.093564014,-0.221453287,0.108512111,0.135886198,-0.059115725,-0.075355632,-0.130165321,0.166336025,-0.035432526,0.038446751,-0.16,0.044844291,0.292871972,-0.075355632,0.098423683,0.244152249,-0.14769704,0.059115725,-0.098423683,0.066989619,0.055363322,-0.015747789,0.119092657,0.206935794,-0.044844291,-0.079723183,-0.008858131,0.015747789,-0.035432526,-0.172795079,0.088827374,-0.008858131,0.103406382,-0.015747789,-0.124567474,0.024605921,-0.002214533,0.079723183,-0.015747789,-0.041584006,0.03254133,0.038446751,0.244152249,0.066989619,-0.075355632,-0.035432526,-0.000984,-0.251964629,0.166336025,0.066989619,0.059115725,-11.06266013,-17.93387305,5254,2947,0.0181,0.0435,0.0162,0.3491,0.1704,0.0724,366.68506,11.339457,274.09305,620,20698,91850,580470,1762770,0.563399594,-141.4750902,65.33029345,0.911305776,0.656465006,0.343984601,-0.778400408,0.32038793,0.22958128,-0.01876048,1.621117601,-0.236966705
000000000000000064e1_0,-0.062991157,-0.199861592,0.027128028,-0.153787005,-0.084213764,-0.071111111,-0.119092657,0.30142253,0.124567474,-0.066989619,0.310096117,0.00153787,0.017777778,-0.113740869,-0.075355632,-0.055363322,0.075355632,-0.015747789,0.055363322,-0.103406382,0.172795079,-0.153787005,0.017777778,-0.084213764,0.108512111,0.221453287,-0.098423683,0.113740869,0.214133026,-0.055363322,0.119092657,0.048227605,0.098423683,0.098423683,-0.062991157,0.066989619,0.103406382,-0.071111111,-0.00615148,0.03254133,-0.172795079,-0.199861592,-0.062991157,0.16,-0.029773164,0.113740869,-0.041584006,-0.192910419,0.113740869,0.066989619,0.098423683,-0.075355632,-0.103406382,-0.062991157,0.113740869,0.206935794,0.108512111,0.003936947,-0.119092657,-0.010396002,-0.206935794,0.186082276,0.186082276,0.071111111,-9.936629251,-16.81232629,4827,2949,0.0268,0.0462,0.0264,0.267,0.1411,0.0701,434.76733,8.719434,21.088741,60,17204,89673,515160,1867590,0.237550554,-142.4663811,66.36227805,0.8200409,0.584099674,0.308502818,-0.704980843,0.26745049,0.15938912,-0.0196439,1.691954672,-0.25704544
00000000000000007a1e_0,-0.055363322,-0.113740869,0.022206844,-0.172795079,-0.00153787,-0.124567474,-0.103406382,0.267958478,0.124567474,-0.044844291,0.172795079,0.084213764,-0.135886198,-0.059115725,-0.192910419,0.103406382,0.141730104,-0.108512111,-0.084213764,0.003014225,0.199861592,-0.108512111,0.062991157,-0.192910419,-0.015747789,0.336855056,-0.035432526,0.024605921,0.292871972,-0.108512111,0.027128028,0.029773164,0.066989619,-0.003014225,-0.124567474,0.124567474,0.221453287,-0.048227605,-0.03254133,0.029773164,-0.048227605,-0.088827374,-0.192910419,0.098423683,0.035432526,0.066989619,0.035432526,-0.206935794,0.012056901,-0.029773164,0.153787005,-0.062991157,-0.098423683,-0.066989619,0.041584006,0.179377163,0.062991157,-0.079723183,0.027128028,-0.103406382,-0.221453287,0.166336025,0.084213764,0.084213764,-12.48455655,-19.39950813,7745,2957,0.039,0.05525,0.04735,0.2266,0.2168,0.12235,196.98349,4.492658,18.47027,425,19065,70409,-62760,1811760,0.791730228,-155.3926889,66.25762432,0.654316481,0.298753403,0.02210194,-0.60794749,0.309261395,0.110014545,-0.10063463,1.553880432,-0.216877981
00000000000000005f43_0,-0.051733948,-0.153787005,0.071111111,-0.179377163,-0.035432526,-0.16,-0.079723183,0.267958478,0.124567474,-0.029773164,0.214133026,0.035432526,-0.079723183,-0.113740869,-0.206935794,0.062991157,0.16,-0.093564014,-0.059115725,-0.044844291,0.179377163,-0.071111111,0.044844291,-0.141730104,0.029773164,0.318892734,-0.059115725,0.119092657,0.276139946,-0.141730104,0.035432526,-0.035432526,0.03254133,0.008858131,-0.093564014,0.113740869,0.236462899,-0.044844291,-0.041584006,0.012056901,-0.066989619,-0.14769704,-0.130165321,0.16,0.012056901,0.119092657,-0.015747789,-0.199861592,0.051733948,0.003936947,0.038446751,-0.027128028,-0.051733948,-0.044844291,0.048227605,0.236462899,0.062991157,-0.059115725,-0.044844291,-0.071111111,-0.214133026,0.16,0.084213764,0.141730104,-10.75293921,-17.6532008,5830,2960,0.01935,0.04475,0.0253,0.23,0.14245,0.06845,226.59775,1.7262986,300.4931,60,17060,74699,65940,1871910,0.199904587,-152.5067612,66.79805079,0.801801802,0.5412967,0.235065109,-0.674249318,0.243975385,0.136073215,-0.03422282,1.641709346,-0.24291444
00000000000000001427_0,-0.024605921,-0.16,0.103406382,-0.267958478,-0.048227605,-0.108512111,-0.103406382,0.318892734,0.093564014,-0.041584006,0.228896578,-0.027128028,-0.029773164,-0.113740869,-0.124567474,-0.071111111,0.113740869,0.027128028,0.093564014,-0.130165321,0.141730104,-0.084213764,0.044844291,-0.113740869,0.044844291,0.228896578,-0.103406382,0.071111111,0.267958478,-0.093564014,0.062991157,-0.062991157,0.113740869,0.141730104,-0.066989619,0.130165321,0.186082276,-0.000984,-0.062991157,0.055363322,-0.113740869,-0.124567474,-0.14769704,0.16,0.03254133,0.108512111,-0.055363322,-0.113740869,0.130165321,-0.035432526,0.059115725,-0.024605921,0.03254133,-0.029773164,0.041584006,0.267958478,0.079723183,0.003014225,-0.088827374,0.059115725,-0.236462899,0.206935794,0.113740869,0.059115725,-9.934408174,-16.74666547,6015,2960,0.0244,0.0462,0.0264,0.2536,0.1573,0.0761,458.24304,10.998823,283.6945,3,25437,86303,414060,1620600,0.974419725,-145.41034,64.307292,0.811428571,0.538368214,0.234363592,-0.69179453,0.26858835,0.15064782,-0.03883474,1.685723515,-0.255321708
0000000000000000306b_0,0.051733948,-0.098423683,-0.186082276,-0.192910419,-0.055363322,0.01384083,-0.010396002,0.124567474,0.206935794,0.008858131,0.066989619,0.199861592,-0.135886198,-0.084213764,0.093564014,-0.244152249,0.01384083,-0.055363322,0.259900038,-0.062991157,0.066989619,0.098423683,-0.079723183,0.008858131,0.119092657,0.259900038,-0.172795079,-0.206935794,0.010396002,0.019930796,0.066989619,0.003936947,0.166336025,-0.008858131,0.022206844,-0.108512111,-0.119092657,-0.017777778,0.071111111,0.130165321,-0.130165321,0.041584006,0.022206844,0.084213764,0.055363322,0.206935794,0.098423683,-0.103406382,0.267958478,-0.055363322,-0.130165321,-0.055363322,0.14769704,0.079723183,0.088827374,0.079723183,0.103406382,0.251964629,-0.16,0.084213764,0.051733948,0.16,0.108512111,0.079723183,-10.2239487,-15.89429505,8598,2964,0.01605,0.03485,0.0183,0.20845,0.09585,0.0439,37.200565,4.846768,91.357376,23,50528,117580,1352370,867870,0.77618842,-132.0219388,55.78928682,0.838588754,0.652070537,0.370029576,-0.7135224,0.196596545,0.12812484,-0.00194311,1.554614124,-0.217102896
00000000000000007efd_0,-0.130165321,-0.084213764,0.015747789,-0.251964629,0.03254133,-0.172795079,-0.093564014,0.236462899,0.103406382,0.00153787,-0.172795079,0.088827374,-0.153787005,-0.041584006,-0.251964629,0.166336025,0.098423683,0.024605921,-0.084213764,0.051733948,0.186082276,0.038446751,0.004982699,-0.14769704,-0.035432526,0.172795079,0.019930796,0.044844291,0.084213764,-0.119092657,0.084213764,-0.027128028,0.041584006,-0.027128028,-0.135886198,0.16,0.179377163,-0.003014225,-0.103406382,0.130165321,-0.035432526,0.084213764,-0.30142253,-0.012056901,0.119092657,0.259900038,0.075355632,-0.179377163,-0.206935794,-0.141730104,0.141730104,-0.041584006,0.027128028,-0.048227605,0.004982699,0.130165321,-0.103406382,-0.01384083,0.071111111,-0.038446751,-0.166336025,0.153787005,-0.098423683,-0.00615148,-9.323594243,-16.54944459,5108,2967,0.041,0.0604,0.0589,0.2701,0.2498,0.1414,449.61697,22.023333,143.94833,605,30529,67739,-142860,1467840,0.284252835,-156.8420308,63.15223821,0.641945289,0.312758202,0.03904597,-0.634493192,0.36139972,0.13276239,-0.11289265,1.775006951,-0.279281085
0000000000000000611b_0,-0.051733948,-0.048227605,0.003936947,-0.153787005,-0.048227605,-0.186082276,-0.075355632,0.228896578,0.186082276,-0.01384083,0.135886198,0.079723183,-0.172795079,-0.041584006,-0.206935794,0.071111111,0.186082276,-0.153787005,-0.103406382,0.004982699,0.166336025,-0.071111111,0.044844291,-0.16,-0.027128028,0.346020761,-0.051733948,0.01384083,0.214133026,-0.093564014,0.017777778,0.048227605,0.113740869,-0.051733948,-0.124567474,0.098423683,0.292871972,0.019930796,-0.113740869,0.002214533,-0.055363322,-0.066989619,-0.228896578,0.075355632,0.071111111,0.017777778,0.088827374,-0.276139946,0.098423683,-0.038446751,0.044844291,-0.03254133,-0.029773164,-0.010396002,0.084213764,0.186082276,0.098423683,-0.071111111,-0.00153787,-0.084213764,-0.14769704,0.093564014,0.088827374,0.130165321,-11.20896598,-19.72572864,3855,2968,0.0324,0.0571,0.0473,0.3144,0.1937,0.0853,90.05032,5.308646,2.8941462,60,34576,58732,-413070,1346430,0.780884443,-161.8964915,61.87366607,0.738457285,0.573179885,0.237551663,-0.692597577,0.33814443,0.17979307,-0.0380093,1.759816978,-0.275314263
000000000000000079ba_0,-0.075355632,-0.093564014,0.084213764,-0.206935794,0.041584006,-0.192910419,-0.135886198,0.383913879,0.124567474,0.03254133,0.108512111,0.044844291,-0.075355632,-0.071111111,-0.192910419,0.098423683,0.098423683,-0.059115725,-0.044844291,-0.003936947,0.221453287,-0.017777778,0.044844291,-0.153787005,0.062991157,0.179377163,-0.019930796,0.108512111,0.214133026,-0.108512111,0.062991157,-0.051733948,-0.024605921,-0.002214533,-0.088827374,0.192910419,0.228896578,-0.141730104,-0.062991157,0.071111111,-0.03254133,-0.00153787,-0.228896578,0.048227605,-0.01384083,0.192910419,0.088827374,-0.251964629,-0.066989619,-0.059115725,0.130165321,-0.029773164,-0.066989619,-0.066989619,-0.008858131,0.192910419,0.000246,-0.029773164,-0.055363322,-0.066989619,-0.206935794,0.141730104,-0.059115725,0.01384083,-11.02515452,-18.34798674,4531,2970,0.01715,0.03725,0.01905,0.351,0.1815,0.08095,441.73126,10.330315,139.48853,425,19055,77642,154230,1812060,0.328524633,-150.5796953,66.23049519,0.89704094,0.6251881,0.318309859,-0.808113329,0.32800058,0.230594025,-0.030358685,1.66419316,-0.24930368
00000000000000000c5d_0,-0.029773164,-0.119092657,0.038446751,-0.130165321,-0.062991157,-0.199861592,-0.066989619,0.259900038,0.186082276,-0.029773164,0.192910419,0.038446751,-0.055363322,-0.093564014,-0.221453287,-0.003936947,0.141730104,-0.027128028,0.022206844,-0.119092657,0.153787005,-0.062991157,0.029773164,-0.113740869,0.03254133,0.32781238,-0.119092657,0.166336025,0.221453287,-0.130165321,0.088827374,0.027128028,0.14769704,0.103406382,-0.098423683,0.022206844,0.236462899,0.015747789,-0.048227605,0.044844291,-0.084213764,-0.130165321,-0.103406382,0.14769704,-0.017777778,0.035432526,-0.029773164,-0.166336025,0.071111111,0.00615148,0.015747789,-0.059115725,-0.010396002,-0.017777778,0.113740869,0.228896578,0.124567474,-0.035432526,-0.062991157,-0.022206844,-0.186082276,0.186082276,0.179377163,0.166336025,-10.8412772,-16.83253296,5472,2975,0.0357,0.0553,0.0302,0.2338,0.1339,0.0613,255.918,10.307398,290.6459,2,34941,64071,-252900,1335480,0.380657384,-158.8335958,61.91328177,0.771212121,0.584547611,0.271688877,-0.617433414,0.25065671,0.12950531,-0.01742336,1.552633758,-0.216495514
0000000000000000056a_0,-0.066989619,-0.124567474,0.088827374,-0.228896578,0.03254133,-0.103406382,-0.113740869,0.318892734,0.098423683,-0.027128028,0.041584006,0.03254133,-0.153787005,-0.012056901,-0.228896578,0.119092657,0.135886198,-0.022206844,-0.024605921,-0.007443291,0.214133026,-0.019930796,0.024605921,-0.206935794,-0.01384083,0.214133026,-0.024605921,0.130165321,0.236462899,-0.141730104,0.084213764,-0.01384083,-0.079723183,0.035432526,-0.172795079,0.179377163,0.206935794,-0.093564014,-0.098423683,0.098423683,-0.01384083,-0.00615148,-0.214133026,0.098423683,0.024605921,0.16,0.015747789,-0.206935794,-0.093564014,-0.130165321,0.179377163,-0.022206844,-0.044844291,-0.124567474,0.008858131,0.179377163,-0.004982699,-0.000984,0.03254133,-0.012056901,-0.192910419,0.103406382,-0.035432526,0.051733948,-13.02431777,-19.5585171,5344,2978,0.0427,0.05675,0.0583,0.202,0.2501,0.152,215.7015,14.188596,187.09798,1,17128,71512,-29670,1869870,0.76365897,-154.6715214,66.78502522,0.552055321,0.141242938,-0.106392391,-0.561352657,0.324705375,0.082285535,-0.141807545,1.501692253,-0.200541155
00000000000000001c24_0,0.051733948,0.010396002,-0.135886198,-0.166336025,-0.059115725,-0.103406382,0.015747789,0.084213764,0.244152249,-0.048227605,-0.066989619,0.259900038,-0.206935794,-0.108512111,-0.088827374,-0.093564014,0.027128028,0.03254133,0.186082276,-0.038446751,0.084213764,0.093564014,0.048227605,0.00153787,0.024605921,0.236462899,-0.214133026,-0.236462899,0.062991157,0.108512111,-0.008858131,0.098423683,0.179377163,0.044844291,0.000554,0.051733948,0.019930796,0.055363322,-0.108512111,0.141730104,-0.059115725,0.153787005,-0.16,-0.003936947,0.124567474,0.14769704,-0.003014225,-0.192910419,0.108512111,-0.206935794,0.012056901,0.035432526,0.14769704,0.055363322,0.000554,0.003014225,0.141730104,0.259900038,0.035432526,0.03254133,-0.012056901,0.336855056,-0.004982699,-0.029773164,-10.50459043,-18.32107099,8984,2980,0.0258,0.0567,0.04,0.3112,0.1725,0.0816,582.58484,4.27439,129.95932,5,51495,116240,1312170,838860,0.329442486,-132.776344,55.65786329,0.772209567,0.584521385,0.286747984,-0.691764066,0.31931555,0.18230587,-0.02579867,1.744101411,-0.271163962
00000000000000000277_0,0.010396002,-0.119092657,0.153787005,-0.267958478,-0.075355632,-0.098423683,-0.124567474,0.259900038,0.119092657,-0.075355632,0.206935794,0.024605921,-0.124567474,-0.010396002,-0.141730104,0.008858131,0.130165321,-0.124567474,0.059115725,-0.062991157,0.206935794,-0.071111111,0.084213764,-0.16,-0.024605921,0.276139946,-0.027128028,0.048227605,0.267958478,-0.108512111,0.066989619,-0.041584006,0.066989619,0.041584006,-0.153787005,0.186082276,0.228896578,0.000246,-0.062991157,0.071111111,-0.141730104,-0.119092657,-0.16,0.135886198,0.017777778,0.066989619,-0.007443291,-0.14769704,0.098423683,-0.079723183,0.108512111,-0.035432526,-0.041584006,-0.038446751,0.038446751,0.206935794,0.084213764,-0.017777778,-0.029773164,-0.007443291,-0.206935794,0.179377163,0.084213764,0.093564014,-12.68612481,-21.42028362,5104,2981,0.0263,0.052,0.0312,0.2802,0.1372,0.0686,188.90538,1.9786139,284.4116,1,24870,76172,110130,1637610,0.674861529,-151.6910909,64.68296745,0.799614644,0.606651376,0.342597029,-0.686935581,0.27630599,0.1650131,-0.00904569,1.68848123,-0.256085563
000000000000000041f7_0,-0.141730104,-0.029773164,-0.059115725,-0.228896578,0.062991157,-0.166336025,-0.079723183,0.179377163,0.192910419,-0.055363322,0.029773164,0.03254133,-0.199861592,0.035432526,-0.214133026,0.153787005,0.16,-0.16,-0.051733948,0.019930796,0.16,0.017777778,0.062991157,-0.259900038,-0.079723183,0.310096117,0.027128028,-0.098423683,0.192910419,-0.108512111,0.066989619,-0.027128028,-0.035432526,-0.16,-0.108512111,0.141730104,0.228896578,0.093564014,-0.017777778,0.041584006,0.075355632,0.029773164,-0.267958478,-0.024605921,0.012056901,0.079723183,0.062991157,-0.214133026,0.015747789,-0.079723183,0.14769704,-0.059115725,-0.103406382,0.012056901,0.059115725,0.113740869,-0.035432526,-0.098423683,0.041584006,-0.084213764,-0.153787005,0.103406382,0.051733948,0.075355632,-13.6690618,-23.12965959,5472,2981,0.0453,0.06815,0.0963,0.2738,0.3035,0.187,395.13724,1.8599176,7.5462704,32,29710,60220,-368430,1492410,0.870761018,-161.358221,63.21664742,0.479600108,0.188368056,-0.051446388,-0.601403714,0.420461095,0.108302695,-0.156230785,1.692117567,-0.257090394
00000000000000005ffe_0,-0.119092657,-0.079723183,-0.027128028,-0.228896578,-0.024605921,-0.244152249,-0.075355632,0.236462899,0.113740869,0.035432526,0.059115725,0.059115725,-0.093564014,-0.003014225,-0.292871972,0.084213764,0.108512111,-0.113740869,-0.124567474,0.03254133,0.098423683,0.079723183,-0.062991157,-0.153787005,-0.027128028,0.292871972,-0.010396002,0.103406382,0.214133026,-0.206935794,0.024605921,-0.008858131,-0.062991157,-0.103406382,-0.098423683,0.119092657,0.228896578,0.038446751,-0.075355632,0.035432526,-0.015747789,-0.066989619,-0.244152249,0.055363322,0.044844291,0.130165321,0.124567474,-0.228896578,0.044844291,-0.062991157,0.003936947,0.048227605,0.027128028,-0.048227605,-0.027128028,0.172795079,0.135886198,-0.093564014,-0.038446751,-0.124567474,-0.166336025,0.029773164,0.055363322,0.192910419,-10.47000635,-17.91787809,5559,2983,0.03165,0.049,0.05395,0.1443,0.2017,0.1314,1.4029051,0.8546209,254.29199,60,32886,53695,-564180,1397130,0.635399953,-164.8987511,62.13202154,0.455737705,0.046789989,-0.165895954,-0.493016037,0.2564616,0.04753465,-0.12224265,1.711353125,-0.262360929
0000000000000000272e_0,-0.130165321,-0.008858131,0.051733948,-0.141730104,0.027128028,-0.259900038,-0.062991157,0.364721261,0.172795079,0.071111111,-0.027128028,0.084213764,-0.062991157,-0.075355632,-0.292871972,0.103406382,0.130165321,-0.041584006,-0.130165321,0.041584006,0.192910419,0.088827374,0.019930796,-0.119092657,0.035432526,0.206935794,-0.044844291,0.135886198,0.093564014,-0.098423683,0.035432526,-0.055363322,-0.024605921,-0.059115725,-0.079723183,0.075355632,0.228896578,-0.098423683,-0.124567474,0.03254133,0.024605921,0.075355632,-0.251964629,0.022206844,0.03254133,0.236462899,0.141730104,-0.284444444,-0.084213764,-0.079723183,-0.008858131,0.035432526,0.008858131,-0.071111111,0.010396002,0.14769704,0.075355632,-0.022206844,-0.041584006,-0.098423683,-0.153787005,0.066989619,-0.084213764,0.071111111,-9.252839414,-15.52286658,8133,2991,0.0246,0.0414,0.0294,0.3668,0.2131,0.1033,307.3916,16.332932,173.14938,13,31208,58661,-415200,1447470,0.988527253,-162.1734421,62.76847792,0.851590106,0.560519039,0.265045698,-0.797158256,0.36537847,0.23191082,-0.05233278,1.677632766,-0.253071584
00000000000000003e16_0,-0.093564014,-0.098423683,-0.003936947,-0.098423683,0.00153787,-0.119092657,-0.041584006,0.284444444,0.172795079,0.022206844,0.059115725,0.135886198,-0.066989619,-0.03254133,-0.228896578,0.141730104,0.130165321,-0.079723183,-0.071111111,0.044844291,0.199861592,-0.017777778,0.088827374,-0.199861592,-0.029773164,0.318892734,-0.066989619,0.108512111,0.166336025,-0.192910419,-0.003936947,-0.017777778,0.017777778,-0.093564014,-0.098423683,0.075355632,0.214133026,-0.119092657,-0.071111111,0.007443291,0.000554,0.044844291,-0.259900038,-0.024605921,-0.079723183,0.130165321,0.075355632,-0.244152249,-0.055363322,0.015747789,0.141730104,-0.024605921,-0.16,-0.084213764,0.119092657,0.153787005,0.035432526,-0.075355632,-0.051733948,-0.172795079,-0.221453287,0.055363322,0.041584006,0.113740869,-10.38828043,-18.00821888,6465,2992,0.3212,0.3172,0.2998,0.2476,0.0758,0.0657,584.6196,4.2601833,65.40035,31,10844,67945,-136680,2058390,0.022804354,-157.3032258,68.45741878,-0.095359883,0.58059368,0.531230674,0.123229462,0.51738361,-0.15780936,0.20974262,1.733512972,-0.268340769
00000000000000007c8a_0,-0.008858131,-0.066989619,0.01384083,-0.192910419,-0.048227605,-0.276139946,-0.038446751,0.221453287,0.14769704,-0.029773164,0.079723183,0.075355632,-0.186082276,-0.048227605,-0.259900038,0.051733948,0.062991157,-0.093564014,0.01384083,-0.029773164,0.153787005,-0.003936947,0.022206844,-0.16,-0.022206844,0.30142253,-0.071111111,0.088827374,0.259900038,-0.16,0.059115725,0.027128028,0.051733948,-0.01384083,-0.130165321,0.119092657,0.292871972,0.024605921,-0.071111111,0.029773164,-0.051733948,-0.062991157,-0.199861592,0.124567474,0.075355632,0.055363322,0.035432526,-0.236462899,0.103406382,-0.062991157,0.044844291,-0.038446751,-0.003014225,-0.051733948,0.017777778,0.221453287,0.124567474,-0.029773164,-0.03254133,-0.071111111,-0.172795079,0.141730104,0.079723183,0.14769704,-10.73528436,-18.3083513,6935,2992,0.03,0.0502,0.0312,0.2754,0.1624,0.0732,140.36691,3.9025908,240.30035,425,39130,67390,-153330,1209810,0.208092769,-156.8314306,60.84266961,0.796477495,0.580034423,0.258108725,-0.691646192,0.28790976,0.1622098,-0.03050274,1.705437014,-0.260747898
000000000000000087c4_0,-0.14769704,0.022206844,-0.035432526,-0.079723183,-0.071111111,-0.259900038,-0.041584006,0.355309496,0.276139946,-0.012056901,0.244152249,-0.079723183,0.007443291,-0.055363322,-0.141730104,-0.130165321,0.119092657,-0.093564014,-0.135886198,-0.098423683,0.141730104,0.017777778,-0.017777778,0.003014225,0.119092657,0.221453287,-0.03254133,0.048227605,0.027128028,0.108512111,0.027128028,0.059115725,0.084213764,-0.071111111,0.027128028,-0.051733948,0.113740869,0.079723183,-0.048227605,-0.051733948,0.00153787,-0.084213764,-0.024605921,0.027128028,-0.041584006,0.071111111,0.16,-0.318892734,0.276139946,-0.027128028,-0.14769704,0.124567474,-0.000984,-0.019930796,0.14769704,0.130165321,0.221453287,-0.059115725,-0.135886198,-0.066989619,-0.027128028,-0.027128028,0.017777778,0.135886198,-10.40962047,-17.5815991,7283,2992,0.03405,0.06305,0.0269,0.492,0.209,0.09025,91.6606,8.353968,304.90842,620,44604,70109,-71760,1045590,0.13488777,-155.2678231,59.39737015,0.896319137,0.689995706,0.403708987,-0.77281326,0.438518895,0.317993645,0.00407052,1.688975996,-0.256222442
00000000000000005403_0,-0.071111111,-0.16,0.012056901,-0.16,0.024605921,-0.135886198,-0.084213764,0.267958478,0.141730104,0.024605921,0.153787005,0.084213764,-0.098423683,-0.103406382,-0.199861592,0.084213764,0.135886198,-0.093564014,-0.079723183,-0.035432526,0.199861592,-0.108512111,0.071111111,-0.192910419,-0.015747789,0.292871972,-0.051733948,0.019930796,0.259900038,-0.084213764,0.003936947,0.022206844,0.066989619,-0.022206844,-0.079723183,0.130165321,0.192910419,-0.108512111,-0.059115725,0.010396002,-0.024605921,-0.055363322,-0.244152249,0.066989619,0.008858131,0.098423683,0.044844291,-0.228896578,-0.055363322,-0.066989619,0.166336025,-0.038446751,-0.098423683,0.010396002,0.041584006,0.172795079,-0.004982699,-0.084213764,-0.008858131,-0.098423683,-0.259900038,0.206935794,0.071111111,0.051733948,-12.33322502,-18.99805851,5822,2995,0.0291,0.0425,0.0408,0.2262,0.2047,0.1062,767.85175,6.4501786,58.297752,40,19375,91327,564780,1802460,0.16155512,-141.6483752,65.70659772,0.694382022,0.36101083,0.049895567,-0.683662077,0.29020566,0.12110015,-0.0909388,1.54039665,-0.212721368
00000000000000000aaa_0,-0.004982699,-0.141730104,0.062991157,-0.292871972,0.022206844,-0.124567474,-0.108512111,0.236462899,0.103406382,-0.038446751,0.14769704,0.029773164,-0.166336025,-0.075355632,-0.119092657,0.055363322,0.103406382,-0.088827374,0.044844291,0.017777778,0.214133026,-0.015747789,0.059115725,-0.172795079,-0.03254133,0.214133026,-0.010396002,-0.066989619,0.318892734,-0.066989619,0.038446751,-0.044844291,0.01384083,-0.012056901,-0.153787005,0.228896578,0.236462899,-0.084213764,-0.003936947,0.03254133,-0.059115725,-0.059115725,-0.244152249,0.093564014,0.071111111,0.141730104,0.084213764,-0.192910419,0.004982699,-0.079723183,0.179377163,-0.093564014,-0.079723183,-0.066989619,-0.010396002,0.166336025,0.00615148,-0.066989619,0.035432526,-0.03254133,-0.199861592,0.199861592,0.012056901,0.007443291,-12.1484713,-22.04735904,4564,2996,0.0326,0.0537,0.0448,0.246,0.2226,0.1262,322.83716,3.5468314,85.81515,2,29182,76192,110730,1508250,0.077960167,-151.7696037,63.52467973,0.691884457,0.321869962,0.04993598,-0.641641642,0.32017505,0.12744649,-0.10201989,1.814825791,-0.289476455
000000000000000027b9_0,-0.14769704,0.071111111,-0.051733948,-0.186082276,-0.093564014,-0.32781238,-0.153787005,0.244152249,0.199861592,0.038446751,0.103406382,-0.055363322,-0.044844291,-0.035432526,-0.166336025,-0.051733948,0.135886198,-0.16,-0.093564014,0.027128028,0.108512111,0.048227605,-0.035432526,-0.075355632,0.035432526,0.310096117,0.079723183,-0.035432526,0.108512111,0.041584006,-0.035432526,0.062991157,0.024605921,-0.141730104,-0.022206844,0.119092657,0.228896578,0.130165321,-0.044844291,0.01384083,0.038446751,-0.017777778,-0.172795079,-0.041584006,0.048227605,0.113740869,0.259900038,-0.276139946,0.228896578,-0.093564014,-0.093564014,0.075355632,0.103406382,0.048227605,0.041584006,0.113740869,0.124567474,-0.008858131,-0.093564014,-0.093564014,-0.019930796,-0.007443291,0.051733948,0.098423683,-11.05952326,-17.01318995,4745,3003,0.03685,0.0638,0.05145,0.3071,0.23215,0.1165,30.76573,4.5241942,331.409,13,51753,65086,-222450,831120,0.51953058,-157.7145644,57.42853255,0.713010738,0.449952786,0.138989337,-0.65597196,0.36461135,0.16696473,-0.07875176,1.538329415,-0.212080202
